post_date,ticker,bullish_posts,bearish_posts,total_posts,avg_bullish,avg_bearish,avg_net_sentiment,avg_score,total_comments,forum_total_dd,sentiment_score,normalized_sentiment_score,sentiment_ratio,pricing_failed,risk_parity_weight,short_holding_days,midlong_holding_days,longterm_holding_days,adaptive_holding_days,adaptive_mode,ret_1d,spy_ret_1d,short_ret_1d,midlong_ret_1d,longterm_ret_1d,adaptive_ret_1d,raw_ret_1d,ret_5d,spy_ret_5d,short_ret_5d,midlong_ret_5d,longterm_ret_5d,adaptive_ret_5d,raw_ret_5d,ret_10d,spy_ret_10d,short_ret_10d,midlong_ret_10d,longterm_ret_10d,adaptive_ret_10d,raw_ret_10d,ret_20d,spy_ret_20d,short_ret_20d,midlong_ret_20d,longterm_ret_20d,adaptive_ret_20d,raw_ret_20d,ret_30d,spy_ret_30d,short_ret_30d,midlong_ret_30d,longterm_ret_30d,adaptive_ret_30d,raw_ret_30d,ret_60d,spy_ret_60d,short_ret_60d,midlong_ret_60d,longterm_ret_60d,adaptive_ret_60d,raw_ret_60d,ret_90d,spy_ret_90d,short_ret_90d,midlong_ret_90d,longterm_ret_90d,adaptive_ret_90d,raw_ret_90d,ret_120d,spy_ret_120d,short_ret_120d,midlong_ret_120d,longterm_ret_120d,adaptive_ret_120d,raw_ret_120d,ret_252d,spy_ret_252d,short_ret_252d,midlong_ret_252d,longterm_ret_252d,adaptive_ret_252d,raw_ret_252d,ret_300d,spy_ret_300d,short_ret_300d,midlong_ret_300d,longterm_ret_300d,adaptive_ret_300d,raw_ret_300d
2020-03-18,GME,3,4,7,0.4285714285714285,0.5714285714285714,-0.1428571428571428,100.0,186,7,-1,-0.1428571224489825,0.7499998125000469,False,0.18833091519911985,1,5,10,1,short_term,0.10262531286036626,0.04309421882527879,0.0,0.0,0.0,0.0,0.10262531286036626,-0.0525059157964768,-0.09241175141601564,0.0,0.0,0.0,0.0,-0.0525059157964768,0.31980910126211626,-0.0532237298455548,0.0,0.0,0.0,0.0,-0.0525059157964768,-0.1646778157034651,-0.19880902814463774,0.0,0.0,0.0,0.0,-0.0525059157964768,-0.4439141069483139,-0.18270704856945147,0.0,0.0,0.0,0.0,-0.0525059157964768,-0.1193317406137907,-0.2841692033075375,0.0,0.0,0.0,0.0,-0.0525059157964768,0.05966587030689535,-0.3491339367260357,0.0,0.0,0.0,0.0,-0.0525059157964768,-0.7541765642620001,-0.4273508699470594,0.0,0.0,0.0,0.0,-0.0525059157964768,-46.79713640512813,-0.6550370261172739,0.0,0.0,0.0,0.0,-0.0525059157964768,-59.65155164971429,-0.7817100989418703,0.0,0.0,0.0,0.0,-0.0525059157964768
2020-03-20,MSFT,3,2,5,0.6,0.4,0.2,100.0,71,5,1,0.199999960000008,1.499999250000375,False,0.20946821264801363,1,5,10,1,short_term,0.09089594995926306,0.09060320950857129,0.0,0.0,0.0,0.0,0.09089594995926306,0.1783352381791237,0.17358136354662007,0.0,0.0,0.0,0.0,0.1783352381791237,0.2153997015228585,0.18797955176458778,0.0,0.0,0.0,0.0,0.1783352381791237,0.2341520737010763,0.22466918294766158,0.0,0.0,0.0,0.0,0.1783352381791237,0.329313386555364,0.2836508542553775,0.0,0.0,0.0,0.0,0.1783352381791237,0.43242379018614924,0.39789180290301646,0.0,0.0,0.0,0.0,0.1783352381791237,0.5036617079114911,0.4594555173995494,0.0,0.0,0.0,0.0,0.1783352381791237,0.5082572519693075,0.5049568346961634,0.0,0.0,0.0,0.0,0.1783352381791237,0.7649234427204938,0.7750450762143519,0.0,0.0,0.0,0.0,0.1783352381791237,0.842117762325915,0.9125368792666583,0.0,0.0,0.0,0.0,0.1783352381791237
2020-03-24,NFLX,2,1,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,100.0,42,3,1,0.3333332222222592,1.999998000002,False,0.197790330382273,1,5,10,1,short_term,0.06016535146377692,0.058389804432005976,0.0,0.0,0.0,0.0,0.06016535146377692,0.06334888967225177,-0.002593452528705566,0.0,0.0,0.0,0.0,0.06334888967225177,0.08391019690385479,0.11037747179277303,0.0,0.0,0.0,0.0,0.06334888967225177,0.24623967249687706,0.13083964298437678,0.0,0.0,0.0,0.0,0.06334888967225177,0.27494967438199874,0.16568728582471406,0.0,0.0,0.0,0.0,0.06334888967225177,0.325155633951264,0.25612102068160214,0.0,0.0,0.0,0.0,0.06334888967225177,0.45629258514354776,0.33812911993559763,0.0,0.0,0.0,0.0,0.06334888967225177,0.44861127142320445,0.3844442884466238,0.0,0.0,0.0,0.0,0.06334888967225177,0.46867611871720816,0.6043982484097158,0.0,0.0,0.0,0.0,0.06334888967225177,0.4294518841635073,0.7240798213424844,0.0,0.0,0.0,0.0,0.06334888967225177
2020-04-15,MSFT,2,0,2,1.0,0.0,1.0,100.0,182,2,2,0.99999950000025,2000000.0,False,0.5849042966661819,1,5,10,1,short_term,0.008811757982407764,0.027015765447482715,0.005154035105092828,0.005154035105092828,0.005154035105092828,0.005154035105092828,0.008811757982407764,-0.0317443156218274,-7.173213610430461e-05,0.005154035105092828,-0.018567386601934247,-0.018567386601934247,0.005154035105092828,-0.0317443156218274,0.012257279291182104,0.04077438269517968,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.01971317935542418,0.021032124667709675,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.03795956613637779,0.09036209881432682,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.1728803865254402,0.13301868982893167,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.21330324761206332,0.23407060612641337,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.16912934026159665,0.21014188652298058,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.48774076571282565,0.5189951824387328,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274,0.5252046721676313,0.5525989751427577,0.005154035105092828,-0.018567386601934247,0.007169335322849826,0.005154035105092828,-0.0317443156218274
2020-04-15,TSLA,1,2,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,100.0,70,3,-1,-0.3333332222222592,0.499999750000125,False,0.1635041093666367,1,5,10,1,short_term,-0.011647723586206431,-0.027015765447482715,0.0,0.0,0.0,0.0,-0.011647723586206431,0.05311257221471143,7.173213610430461e-05,0.0,0.0,0.0,0.0,0.05311257221471143,-0.049207551064081215,-0.04077438269517968,0.0,0.0,0.0,0.0,0.05311257221471143,-0.07799138925060711,-0.021032124667709675,0.0,0.0,0.0,0.0,0.05311257221471143,-0.12048952473488479,-0.09036209881432682,0.0,0.0,0.0,0.0,0.05311257221471143,-1.0089102083166808,-0.13301868982893167,0.0,0.0,0.0,0.0,0.05311257221471143,-1.7028621900014658,-0.23407060612641337,0.0,0.0,0.0,0.0,0.05311257221471143,-1.777606215968701,-0.21014188652298058,0.0,0.0,0.0,0.0,0.05311257221471143,-3.9635672898406873,-0.5189951824387328,0.0,0.0,0.0,0.0,0.05311257221471143,-3.5612646503559837,-0.5525989751427577,0.0,0.0,0.0,0.0,0.05311257221471143
2020-04-20,GOOGL,5,0,5,1.0,0.0,1.0,100.0,31,5,5,0.99999980000004,5000000.0,False,0.3897046529639122,1,5,10,1,short_term,0.03815503805185283,0.022194309324306393,0.0,0.0,0.0,0.0,0.03815503805185283,0.016854306084454786,0.04647674261194874,0.0,0.0,0.0,0.0,0.016854306084454786,0.1129059060618239,0.04816130929803646,0.0,0.0,0.0,0.0,0.016854306084454786,0.13384368003843444,0.06933023815486859,0.0,0.0,0.0,0.0,0.016854306084454786,0.1873431544922814,0.14334877448352623,0.0,0.0,0.0,0.0,0.016854306084454786,0.24976900797218557,0.1800529214078755,0.0,0.0,0.0,0.0,0.016854306084454786,0.34348608196437236,0.28136109672495685,0.0,0.0,0.0,0.0,0.016854306084454786,0.24608151734219758,0.28102415900729666,0.0,0.0,0.0,0.0,0.016854306084454786,0.8795788442734328,0.5482797677738456,0.0,0.0,0.0,0.0,0.016854306084454786,1.0174316353448187,0.596764300790542,0.0,0.0,0.0,0.0,0.016854306084454786
2020-04-27,GME,3,1,4,0.75,0.25,0.5,100.0,134,4,2,0.4999998750000312,2.9999970000030003,False,0.15625,1,5,10,1,short_term,0.07092200440364199,0.02617839774879525,0.0,0.0,0.0,0.0,0.07092200440364199,-0.04432624218407656,0.0016097507163734329,0.0,0.0,0.0,0.0,-0.04432624218407656,-0.1950354487008174,0.0032899768060304555,0.0,0.0,0.0,0.0,-0.04432624218407656,-0.16843968648125196,0.06229650235964364,0.0,0.0,0.0,0.0,-0.04432624218407656,-0.10106377807051221,0.11643836334516426,0.0,0.0,0.0,0.0,-0.04432624218407656,-0.27127655482101404,0.13527171285094552,0.0,0.0,0.0,0.0,-0.04432624218407656,0.38652488595433,0.2141181626219821,0.0,0.0,0.0,0.0,-0.04432624218407656,1.359929208280362,0.22568357908659023,0.0,0.0,0.0,0.0,-0.04432624218407656,30.663121641584667,0.4842463078184913,0.0,0.0,0.0,0.0,-0.04432624218407656,32.80496598857434,0.5499647681377692,0.0,0.0,0.0,0.0,-0.04432624218407656
2020-04-28,TSLA,3,2,5,0.6,0.4,0.2,100.0,96,5,1,0.199999960000008,1.499999250000375,False,0.41868391751114503,1,5,10,1,short_term,-0.02327267492336986,-0.009310399511243189,-0.00974389470787988,-0.00974389470787988,-0.00974389470787988,-0.00974389470787988,-0.02327267492336986,-0.022398188525085835,-0.03055831180019182,-0.00974389470787988,-0.009377761316836113,-0.009377761316836113,-0.00974389470787988,-0.022398188525085835,-0.011929870107961971,-0.03959593106776268,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,0.006620835592697202,0.03328690885268947,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,0.21527533455144796,0.025237791608380654,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,0.7701215860612843,0.09918507611681261,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,1.6128344067009361,0.17348460244634953,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,1.690972060895819,0.17625644930027837,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,3.2285544612601953,0.45559942465277276,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835,3.0774631688545027,0.4981172714392728,-0.00974389470787988,-0.009377761316836113,-0.004994844752200625,-0.00974389470787988,-0.022398188525085835
2020-05-04,GME,5,2,7,0.7142857142857143,0.2857142857142857,0.4285714285714285,100.0,174,7,3,0.4285713673469475,2.499998750000625,False,0.125,1,5,10,1,short_term,-0.08534323739174846,-0.00677872035865369,0.0,0.0,0.0,0.0,-0.08534323739174846,-0.15769942962666303,0.0016775256914734384,0.0,0.0,0.0,0.0,-0.15769942962666303,-0.17625228808856325,0.020196250967333608,0.0,0.0,0.0,0.0,-0.15769942962666303,-0.17625228808856325,0.09081375580371089,0.0,0.0,0.0,0.0,-0.15769942962666303,-0.11688305254347513,0.08899690150863337,0.0,0.0,0.0,0.0,-0.15769942962666303,-0.23933209532603145,0.13695676091467485,0.0,0.0,0.0,0.0,-0.15769942962666303,0.1298701861673164,0.1724035626254161,0.0,0.0,0.0,0.0,-0.15769942962666303,1.7829314232952562,0.21839305041020526,0.0,0.0,0.0,0.0,-0.15769942962666303,28.58812609981078,0.47600279959778463,0.0,0.0,0.0,0.0,-0.15769942962666303,30.09833010561457,0.5538135215734875,0.0,0.0,0.0,0.0,-0.15769942962666303
2020-05-07,TSLA,5,3,8,0.625,0.375,0.25,100.0,18,8,2,0.2499999687500039,1.666666111111296,False,0.4115759272371241,1,5,10,1,short_term,-0.009921648847567268,0.00020509535625188577,-0.004083511824158642,-0.004083511824158642,-0.004083511824158642,-0.004083511824158642,-0.009921648847567268,-0.02471257440957314,-0.021064158084131663,-0.004083511824158642,-0.01017110072703649,-0.01017110072703649,-0.004083511824158642,-0.02471257440957314,-0.0030997034859775586,0.01025852372089413,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,0.15925900683514332,0.10518387049081868,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,0.21344372874448636,0.06684048555016715,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,0.8146982186673252,0.13360858450401011,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,1.6955651105325116,0.16369488958597028,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,1.4774840818016142,0.1264220523261763,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,2.838324650383418,0.4520662446619153,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314,2.943154947745182,0.4813215834863866,-0.004083511824158642,-0.01017110072703649,-0.0012757633364013595,-0.004083511824158642,-0.02471257440957314
2020-05-08,AMZN,1,2,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,100.0,134,3,-1,-0.3333332222222592,0.499999750000125,False,0.47425754871233966,1,5,10,1,short_term,0.021606420523622872,0.019931476694417895,0.0,0.0,0.0,0.0,0.021606420523622872,-0.007164853579595458,-0.008546921987232758,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.00533835938053242,-0.022495439498522923,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.079643026669881,-0.09671790685413985,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.14753431517425486,-0.07153208156751756,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.33044001180165067,-0.14041531145058825,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.24895389565318957,-0.15322340488843883,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.332922462926969,-0.137636623020203,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.33827729090549546,-0.43881212918722085,0.0,0.0,0.0,0.0,-0.007164853579595458,-0.48326695432662375,-0.5022413054043606,0.0,0.0,0.0,0.0,-0.007164853579595458
